Version;06/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dauphine potato, frozen, raw;Pomme de terre dauphine, surgelée, crue;1190;285;49;4,62;25,6;17,7;1,96;-;2,34;0;2,1;0;traces;3,98;5,49;8,06;-;1,17;22,2;-;0,09;0,99;-;9,25;0,23;41,8;138;-;468;0,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dauphine potato, frozen, cooked;Pomme de terre dauphine, surgelée, cuite;1260;302;43,5;4,5;30,2;17,7;3,5;20,8;2;0;2,11;0;traces;3,39;4,45;9,09;51,7;1,32;120;524;0,06;0,8;< 20;14;0,18;210;180;< 20;527;0,38;< 21;< 5;< 0,25;6,6;< 0,8;-;-;0,08;0,071;0,31;0,75;0,11;15,1;0,39
Potato flakes, dehydrated, plain;Pomme de terre, flocons déshydratés, nature;1530;361;5,09;8,04;76,1;0,46;2,35;70,6;10,3;0;2,8;0;traces;0,15;0,01;0,19;0;0,55;48,5;-;0,27;2,26;0,5;70,7;0,45;223;1130;0,5;220;1,05;0;6;0;0,03;8,7;-;59;0,59;0,21;5,23;1,21;0,8;38;0
New potato, raw;Pomme de terre nouvelle, crue;324;76,4;79,9;1,88;15,9;0,3;0,2;15,6;1,3;0;0,9;0;traces;0,058;0,014;0,17;0;0,058;10;-;-;0,6;0,9;-;-;54;367;-;23;0,5;0;-;0;0,06;-;-;22;0,12;0,03;2,4;-;0,44;25;0
Potato chip, quarter, spiced, frozen, cooked;Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites;587;140;68,2;2,5;19,8;5,11;0,38;19,4;2,42;0;2,2;0;traces;1,61;1,85;1,42;< 0,7;0,67;16;552;0,12;0,78;< 20;34;0,16;110;710;< 20;270;0,46;< 21;18;< 0,25;1,61;5,25;-;1,35;0,22;0,032;0,18;0,2;0,29;32,9;-
Potato, roasted/baked;Pomme de terre, rôtie/cuite au four;379;89,4;74,9;2,5;18,5;0,13;1,18;17,3;2,2;0;1,33;0;traces;0,035;0,003;0,058;0;0,025;15;-;0,12;1,08;-;28;0,22;70;535;-;10;0,36;0;6;0;0,04;2;-;9,6;0,064;0,048;1,41;0,38;0,31;28;0
Potato, pre-fried into cubes, frozen, cooked;Pomme de terre rissolée, surgelée, cuite;582;138;-;2,5;22;4;0,2;-;2,2;0;0,088;0;traces;2,4;0,58;0,074;-;0,088;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ware potato, boiled/cooked in water, peeled;Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau;322;76,1;79,7;1,81;15,7;< 0,5;< 0,2;13,5;1,9;0;0,94;0;traces;-;-;-;-;< 0,01;6,5;76,3;0,07;0,31;< 20;17;0,1;40;390;< 20;< 5;0,23;-;< 5;-;0,1;< 0,8;-;3,78;0,062;< 0,01;0,61;0,37;0,17;7,89;0,074
Early potato, boiled/cooked in water, peeled;Pomme de terre primeur, sans peau, bouillie/cuite à l'eau;303;71,6;79,9;1,84;14,9;< 0,1;-;14,9;2,13;0;1,2;0;traces;-;-;-;-;-;-;-;0,17;0,7;-;19,7;-;-;291;-;-;0,34;-;-;-;-;-;-;18,9;-;-;-;-;0,21;53,8;-
French fries or chips, frozen, roasted/baked;Frites de pommes de terre, surgelées, rôties/cuites au four;896;213;51,1;3,75;32,6;6,6;< 0,4;30,6;4,2;0;1,72;0;traces;0,75;2,24;3,32;< 0,7;0,39;11;267;0,11;0,67;< 20;29;0,15;81;590;< 20;156;0,45;< 21;< 5;< 0,25;7,64;< 0,8;-;2,38;0,097;0,018;1,15;0,52;0,52;40,6;0
French fries or chips, frozen, deep-fried;Frites de pommes de terre, surgelées, cuites en friteuse;1110;265;47,4;3,28;34,5;11,9;0,69;32,1;3,9;0;2,11;0;traces;3,49;5,68;2,16;0;0,073;23,8;0,1;0,12;0,9;< 5;23,3;0,16;106;684;< 2,2;29;0,36;< 2;3;0;0,44;11,2;-;19;0,11;0,059;2,57;0,43;0,37;32,3;0,04
Duchesse potato, frozen, cooked;Pomme de terre duchesse, surgelée, cuite;913;218;51,5;3,44;29,5;8,5;< 0,4;27,8;4,8;0;2,17;0;traces;0,96;3,67;3,46;2,87;0,99;51;622;0,12;0,81;< 20;28;0,19;81;530;< 20;395;0,53;< 21;< 5;< 0,25;2,33;< 0,8;-;< 0,5;0,092;0,051;0,34;0,42;0,26;18,5;-
Mashed potato balls pre-fried, frozen, cooked;Pomme de terre noisette, surgelée, cuite;804;191;56,9;2,81;28,5;6,6;0,2;24,9;3,4;0;1,89;0;traces;0,94;2,32;2,77;< 0,7;0,87;27;592;0,09;0,61;< 20;22;0,14;59;420;< 20;347;0,39;< 21;< 5;-;1,29;0,89;-;-;0,18;0,033;0,66;0,46;0,17;12,4;0,07
Potato, sautéed/pan-fried, with goose fat;Pomme de terre sautée/poêlée à la graisse de canard;889;213;-;2,54;21,9;12,1;1,59;-;2,89;0;0,67;0;traces;3,17;-;-;-;0,67;-;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Potato crisps, ""à l'ancienne"" (old-fashioned style)";Chips de pommes de terre, à l'ancienne;2370;570;1,4;5,62;49,8;37,6;1,38;43,5;4,51;0;4,02;0;traces;3,53;27,2;2,49;0,72;1,78;21;1070;0,19;0,98;< 20;55;0,25;120;1100;< 20;702;0,6;< 21;< 5;< 0,25;15,3;4,56;-;5,07;0,31;0,02;4,74;0,83;0,35;27,3;-
Potato crisps and related, reduced fat;Chips de pommes de terre et assimilés, allégées en matière grasse;1940;463;1,3;6,58;62,1;19,8;2,49;54,9;5,19;0;3,83;0;traces;1,94;15,4;1,5;1,01;1,22;56;802;0,25;1,2;< 20;67;0,26;210;1300;< 20;487;0,87;-;9,62;-;3,32;2,56;-;-;0,32;0,029;2,56;1,57;0,43;254;0,049
Rostis or Potatoes cake;Rostis ou Galette de pomme de terre;765;183;63,5;2,13;21;9,47;0,68;20,4;2,64;0;2,16;0;traces;2,53;3,61;2,92;15;1,04;31;704;0,1;0,65;< 20;24;0,15;79;480;< 20;419;0,43;< 21;< 5;< 0,25;2,71;< 0,8;-;0,63;0,069;0,045;2,3;0,46;0,18;17,8;-
Duchesse potato, frozen, raw;Pomme de terre duchesse, surgelée, crue;745;178;65,5;2,8;23,2;7,72;0,73;-;2,13;0;1,7;0;traces;1,33;2,41;3,94;-;0,93;-;-;-;-;-;-;-;-;-;-;368;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Potato, pre-fried into cubes, frozen, raw;Pomme de terre rissolée, surgelée, crue;569;135;69,1;2,32;20,9;4,2;0,42;-;2,41;0;1,14;0;traces;1,14;0,99;1,22;-;0,17;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-
French fries or chips, frozen, raw, intended to be roasted/baked;Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four;648;154;67,9;2,41;23,4;5,09;0,35;-;2,58;0;1,17;0;traces;1,56;1,4;1,92;-;0,28;-;-;-;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
French fries or chips, frozen, raw, intended to be microwaved;Frites de pommes de terre, surgelées, pour cuisson micro-ondes;1070;254;49,5;3,5;34;10,8;0,23;-;3,83;0;1,45;0;traces;1,74;3,32;4,26;-;0,27;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
French fries or chips, frozen, raw, intended to be deep-fried;Frites de pommes de terre, surgelées, pour cuisson en friteuse;1020;244;-;3,12;29,1;12,1;0,48;-;3,39;0;0,14;0;traces;4,09;-;-;-;0,12;20;-;-;1,8;-;-;-;-;-;-;57,9;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-
Mashed potatoes (average);Pomme de terre, purée (aliment moyen);356;84,7;79,2;2,15;12,2;2,7;1,76;10,4;1,59;0;1,08;0;0;1,22;0,84;0,36;4,9;0,25;40,2;;0,051;0,25;5,15;15,9;0,08;50,5;244;2,76;101;0,25;24,3;13,1;0,17;0,2;2,9;;5,98;0,081;0,068;0,93;0,32;0,15;6,91;0,086
Potato, cooked (average food);Pomme de terre, cuite (aliment moyen);384;90,8;78;1,97;17,7;0,9;0,75;14,7;1,95;0;0,79;0;0;0,16;;;;0,023;7,33;;0,082;0,35;5,87;18,7;0,11;43;390;5,15;9,26;0,21;;1,99;;0,055;1;;5,83;0,077;0,016;1,18;0,47;0,26;16,6;0,03
Sweet potato, raw;Patate douce, crue;365;86,3;78,8;1,51;18,3;0,15;5,64;12,7;2,87;0;1,05;0;traces;0,064;0,0035;0,048;0;0,098;37,5;-;0,15;0,76;0,2;20;0,26;47;373;0,6;39,3;0,25;0;8510;0;0,26;1,8;-;2,4;0,072;0,061;0,56;0,8;0,19;11;0
Sweet potato, cooked;Patate douce, cuite;265;62,8;78;1,69;12,2;0,15;6,11;6,14;2,9;0;0,99;0;traces;0,042;0,002;0,077;0;0,079;32,5;-;0,13;0,71;3;22,5;0,38;43;353;-;31,5;0,26;0;10500;0;0,83;2,2;-;16,2;0,082;0,077;1,01;0,73;0,23;6;0
Sweet potato, puree, cooked with cream;Patate douce, purée, cuisinée à la crème;334;79,8;-;1,1;12,1;2;7,5;-;4,5;0;0,56;0;traces;1,4;-;-;-;0,56;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jerusalem artichoke, cooked;Topinambour, cuit;346;81,9;80,2;1,8;16;0,7;9,6;< 0,5;2,2;0;1,4;0;traces;0;0,004;0,001;0;0,09;32,9;-;< 0,1;0,2;< 10;14,1;< 0,1;64;452;-;35,9;0,34;0;< 50;0;0,19;0,1;-;3,2;< 0,05;0,03;0,05;0,38;0,04;44,3;0
Jerusalem artichoke, raw;Topinambour, cru;257;60,7;80,1;1,94;11,5;0,31;9,6;-;2,1;0;1,87;0;traces;0,11;0,0062;0,13;0;0,0088;21;-;0,13;2;0,1;16,5;0,06;75,2;495;0,03;3,5;0,11;0;12;0;0,17;0,1;-;5;0,14;0,058;1,3;0,39;0,084;24,5;0
Plantain banana, cooked;Banane plantain, cuite;529;125;67,3;0,79;28,9;0,18;14;-;2,3;0;0,58;0;traces;0,069;0,015;0,033;0;0,013;2;-;0,066;0,58;-;32;-;28;465;-;5;0,13;0;369;0;0,13;0,7;-;10,9;0,046;0,052;0,76;0,23;0,24;26;0
Taro, tuber, raw;Taro, tubercule, cru;453;107;70,6;1,5;22,8;0,2;0,4;20,8;4,1;0;1,2;0;traces;0,041;0,016;0,083;0;0,028;43;-;0,17;0,55;-;33;0,38;84;591;-;11;0,23;0;35;0;2,38;1;-;4,5;0,095;0,025;0,6;0,3;0,28;22;0
Taro, tuber, cooked;Taro, tubercule, cuit;555;131;63,8;0,52;29,5;0,11;0,49;-;5,1;0;0,97;0;traces;0,023;0,009;0,046;0;0,038;18;-;0,2;0,72;-;30;0,45;76;484;-;15;0,27;0;39;0;2,93;1,2;-;5;0,11;0,028;0,51;0,34;0,33;19;0
Yam or Indian potato, peeled, raw;Igname, épluchée, crue;469;111;69,6;1,53;23,8;0,17;0,5;-;4,1;0;0,93;0;traces;0,037;0,006;0,076;0;0,023;17;-;0,18;0,54;-;21;0,4;55;816;-;9;0,24;0;83;0;0,35;2,3;-;17,1;0,11;0,032;0,55;0,31;0,29;23;0
Yam or Indian potato, peeled, boiled/cooked in water;Igname, épluchée, bouillie/cuite à l'eau;463;109;70,1;1,49;23,6;0,14;0,49;-;3,9;0;0,77;0;traces;0,029;0,005;0,06;0;0,02;14;-;0,15;0,52;-;18;0,37;49;670;-;8;0,2;0;73;0;0,34;2,3;-;12,1;0,095;0,028;0,55;0,31;0,23;16;0
Cassava or manioc, roots, raw;Manioc, racine crue;664;157;59,7;1,31;36,3;0,29;1,7;30;1,8;0;0,61;0;traces;0,074;0,075;0,048;0;0,035;16;-;0,1;0,27;-;21;0,38;27;271;-;14;0,34;0;8;0;0,19;1,9;-;20,6;0,087;0,048;0,85;0,11;0,088;27;0
Cassava or manioc, roots, cooked;Manioc, racine cuite;561;132;65,2;0,69;32;0,043;-;-;0,4;0;0,91;0;traces;-;-;-;-;-;12,1;-;0,018;0,6;-;-;0,038;40,5;-;-;-;0,35;-;-;-;-;-;-;13,1;0,023;0,018;0,47;-;-;-;-
Breadfruit, raw;Fruit à pain, cru;444;105;70,7;1,07;22,2;0,23;11;-;4,9;0;0,93;0;traces;0,048;0,034;0,066;0;0,005;17;-;0,084;0,54;-;25;0,06;30;490;-;2;0,12;0;0;0;0,1;0,5;-;29;0,11;0,03;0,9;0,46;0,1;14;0
Broad bean, cooked;Fève, cuite;331;78,6;77,6;6,01;10,4;0,45;1,82;-;4,5;-;0,86;0;-;0,1;0,05;0,23;0;0,057;27;-;0,16;1,5;4,5;37;0,34;99;231;-;23;0,74;0;9;0;0,02;2,9;-;10,1;0,11;0,09;0,96;0,11;0,051;81;0
Haricot bean, cooked;Haricot blanc, cuit;443;106;66,9;6,75;10,3;1,1;0,26;10,1;13,8;< 0,5;1;0;0,12;0,25;0,15;0,61;0;0,023;120;< 20;0,19;1,7;< 20;33;0,8;110;260;< 20;9,3;0,67;0;5,48;< 0,25;< 0,08;4,37;-;< 0,5;0,03;0,017;0,32;0,061;0,039;31,1;0
Red kidney bean, cooked;Haricot rouge, cuit;484;115;65;9,63;12,1;0,6;0,5;11,5;11,6;< 0,5;0,95;0;0,17;0,19;0,16;0,24;0;0,021;55;< 20;0,27;2,3;< 20;39;0,44;150;300;< 20;8,4;0,94;0;< 5;< 0,25;< 0,08;1,06;-;< 0,5;0,12;0,022;0,25;0,083;0,067;78,3;0
Lentil, cooked;Lentille, cuite;431;103;69,6;8,6;12,2;0,38;1,8;-;7,9;-;0,83;0;-;0,053;0,064;0,18;0;0,0073;26,2;20;0,24;1,44;3;35,6;0,43;180;222;< 10;2;0,98;0;5;0;0,11;1,7;-;1,5;0,17;0,073;1,06;0,64;0,18;181;0
Split pea, cooked;Pois cassé, cuit;540;128;64,4;8,46;16,3;1,49;3,85;-;7,95;-;0,8;0;-;0,16;0,33;0,66;0;0,0082;24,7;-;0,19;2,09;2;20,9;0,28;134;327;< 2,2;4,5;0,65;0;10;0;0,19;4,5;-;0,85;0,15;0,06;0,71;0,44;0,094;119;0
Chick pea, cooked;Pois chiche, cuit;618;147;62;8,31;17,7;3;0,3;14,9;8,2;< 0,5;0,73;0;0,056;0,46;0,82;1,59;-;0,027;72;< 20;0,24;1,3;< 20;44;0,86;140;170;< 20;10,9;1,1;0;13;< 0,25;1,22;2,53;-;< 0,5;0,06;0,027;0,21;0,14;0,09;84,4;-
Flageolet bean, canned, drained;Haricot flageolet, appertisé, égouttés;391;92,9;72;6,1;12,2;0,79;0,2;12;6,3;-;1,5;0;-;0,11;0,016;0,14;0;0,73;63,1;-;< 0,1;1,3;< 10;26,5;< 0,1;86;281;< 2,2;293;< 0,1;0;< 50;0;0,37;-;-;< 1;0,07;0,16;0,79;< 0,05;0,05;23;0
Lentil, seasoned, canned, drained;Lentille, cuisinée, appertisée, égouttée;362;85,9;73,5;6,28;11,8;0,64;0,42;10,2;4;-;1,34;0;-;0,11;0,15;0,26;0;0,59;21;-;0,12;1,67;3;15,8;0,4;82,7;178;2,8;230;0,55;0;25;0;0,19;-;-;traces;0,083;0,043;0,43;0,2;0,12;11;0
Haricot bean, canned, drained;Haricot blanc, appertisé, égoutté;367;87,3;70,1;6,57;10,9;0,4;0,52;-;7;-;1,36;0;-;0,11;0,026;0,13;0;0,69;73;-;0,23;2,99;3;51;0,52;91;454;-;270;1,12;0;0;0;0,79;2,9;-;0;0,096;0,037;0,11;0,19;0,075;65;0
Flageolet bean, cooked;Haricot flageolet, cuit;443;106;66,9;6,75;10,3;1,1;0,26;10,1;13,8;< 0,5;1;0;0,12;0,25;0,15;0,61;-;0,023;120;< 20;0,19;1,7;< 20;33;0,8;110;260;< 20;9,3;0,67;traces;5,48;< 0,25;< 0,08;4,37;-;< 0,5;0,03;0,017;0,32;0,061;0,039;31,1;traces
Red kidney bean, canned, drained;Haricot rouge, appertisé, égoutté;454;108;68,9;8,31;13;0,97;1;-;7;-;1,29;0;-;0,41;0,052;0,35;0;0,68;58;-;0,28;1,5;-;29;0,38;118;250;-;269;0,74;0;0;0;-;-;-;0,2;0,06;0,015;0,42;-;-;23;0
Mung bean, cooked;Haricot mungo, cuit;403;95,7;72,5;7,54;11,9;0,55;2,01;-;6,4;-;1,06;0;-;0,038;0,029;0,36;0;0,018;53;-;0,14;1,75;-;63;0,41;156;231;-;7;0,83;0;19;0;0,15;2,7;-;1;0,15;0,075;1,5;0,43;0,058;94;0
Chick pea, canned, drained;Pois chiche, appertisé, égoutté;512;122;72,1;6,74;15;2,68;0,5;-;5,45;-;1;0;-;0,3;0,47;0,92;0;0,54;41,2;-;0,21;1,15;-;27,5;0,67;82,5;135;23,3;216;0,93;0;11,5;0;0,29;3,4;-;0,1;0,03;0,015;0,14;0,3;0,29;36,5;0
Flageolet bean, green, cooked;Haricot flageolet, vert, cuit;537;129;63;5,63;15,8;1,1;0,5;-;16,5;-;1,01;0;-;0,19;0,11;0,58;< 0,7;0,071;68;9,36;0,18;1,8;< 20;32;0,47;97;360;< 50;28,2;0,6;0;< 10;< 0,5;< 0,08;1,45;-;< 0,5;0,072;0,02;0,31;0,065;0,064;34,6;0
Broad bean, without peal, frozen, water boiled;Fève, pelée, surgelée, cuite à l'eau;304;71,9;80,7;6,4;9;0,5;< 0,2;8,6;2,9;0;0,42;0;0;0,11;0,08;0,28;-;0,018;31;4,13;0,17;1,3;< 20;22;0,18;97;97;< 20;7,2;0,62;-;83,6;< 0,25;-;3,2;-;< 0,5;0,043;0,038;0,57;0,28;0,042;49,1;-
Broad bean, frozen, water boiled;Fève, surgelée, cuite à l'eau;277;65,9;80,5;5,6;7,4;< 0,5;1;6,4;5,8;0;0,61;0;0;< 0,01;< 0,01;< 0,01;-;0,02;61;9,8;0,21;0,93;< 20;26;0,23;88;150;< 20;8;0,55;-;102;< 0,25;-;4,16;-;< 0,5;0,061;0,055;0,98;0,13;0,038;37,1;-
-;Lentille verte, cuite;521;124;64,8;10,1;15,2;0,58;0,19;15,1;8,45;< 0,5;0,81;0;0,094;0,093;0,13;0,18;-;0,015;39,5;17;0,25;2,45;< 20;34;0,44;160;215;< 20;5,8;1,25;-;16,8;< 0,25;0,53;2,65;-;< 0,5;0,094;0,022;0,52;0,24;0,11;50,5;-
Lentil, blond, cooked;Lentille blonde, cuite;516;122;66,4;9,7;16,3;0,7;0,4;14,2;6;0;0,86;0;0;0,13;0,18;0,34;-;< 0,13;32;17,5;0,3;2,5;< 20;31;0,46;120;230;< 20;< 5;1,1;-;13,6;< 0,25;-;0,93;-;< 0,5;0,087;< 0,01;0,57;0,35;0,13;43,1;-
Lentil, pink or red, cooked;Lentille corail, cuite;519;123;65,1;10,6;15;0,5;0,26;14,7;8,2;0;0,62;0;0;0,09;0,13;0,28;-;< 0,13;21;15;0,29;2,2;< 20;25;0,39;110;190;< 20;< 5;1,3;-;12,5;< 0,25;-;2,56;-;< 0,5;0,12;< 0,01;0,47;0,24;0,082;23;-
Legume, cooked (average);Légume sec, cuit (aliment moyen);432;103;69,1;8,02;11,7;0,6;1,38;;9,4;;0,88;0;;0,11;0,093;0,3;0;0,014;51,9;16,9;0,23;1,55;5,12;34,9;0,52;156;236;6,49;5,18;0,88;0;5,32;0,037;0,086;2,48;;1,54;0,13;0,057;0,83;0,44;0,13;133;0
Broad bean, to shell, fresh;Fève à écosser, fraîche;258;61,5;76,8;6,76;4,2;0,67;0,37;3,83;5,85;-;1,11;0;-;0,13;0,061;0,33;0;0,094;29,5;14;0,24;1,73;-;35,5;0,49;112;291;0,6;37,5;0,79;0;196;0;1,16;40,9;-;18,4;0,15;0,2;1,87;0,16;0,071;122;0
Lentils, sprouted;Lentille, germée;520;123;67,3;8,86;19;0,58;-;-;3,1;-;1;0;-;0,061;0,11;0,23;0;0,028;25;-;0,35;3,21;-;37;0,51;173;322;-;11;1,51;0;-;0;-;-;-;16,5;0,23;0,13;1,13;0,58;0,19;100;0
lupin grain, raw;Lupin, graine crue;1490;356;10,4;36,2;21,5;9,74;-;-;18,9;-;3,28;0;-;1,16;3,94;2,44;0;0,038;176;-;1,02;4,36;-;198;2,38;440;1010;-;15;4,75;0;0;0;-;-;-;4,8;0,64;0,22;2,19;0,75;0,36;355;0
Broad bean, fresh, frozen;Fève, fraîche, surgelée;299;70,9;75,8;7,5;7,95;0,22;2,15;-;3,6;-;0,022;0;-;0,1;-;-;0,83;0,022;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
flageolet bean, frozen;Haricot flageolet, surgelé;423;100;55,1;9,32;12;0,7;0,4;-;4,4;-;0,78;0;-;0,1;-;-;-;0,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Broad bean, peeled, frozen, raw;Fève, pelée, surgelée, crue;570;135;-;14,9;14,9;0,3;2;-;6,5;-;0,038;0;-;0;-;-;-;0,038;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Haricot bean, dry;Haricot blanc, sec;1270;302;10,6;19,1;43,9;1,78;1,92;42;16,8;-;4,05;0;-;0,22;0,074;0,36;0;0,028;183;47;0,73;7,97;0,6;187;1,9;363;1660;8,8;11;3,23;0;0;0;0,28;5,6;-;2,04;0,44;0,15;0,48;0,86;0,41;307;0
Lentil, dried;Lentille, sèche;1400;332;8,96;25,4;50,6;1,34;1,25;49,3;7,63;-;2,54;0;-;0,13;0,19;0,53;0;0,21;45,4;64;0,71;6,51;0,7;62;1,39;326;674;12;74;3,17;0;23;0;0,49;5;-;4,5;0,69;0,21;2,3;1,75;0,55;257;0
Split pea, dried;Pois cassé, sec;1450;344;8,33;22,8;52;1,44;2,75;-;15,8;-;2,64;0;-;0,23;0,22;0,75;0;0,051;37,4;56;0,75;5,16;0,5;65,5;1,21;364;969;14;15,4;3,68;0;89;0;0,09;47,8;-;1,4;0,77;0,2;2,69;1,88;0,12;154;0
Chick pea, dried;Pois chiche, sec;1480;351;8,99;20,5;47,5;5,85;6,5;40;13,3;-;2,79;0;-;0,55;1,34;2,67;0;0,08;90,5;60;0,71;5,36;0,6;120;2,2;276;759;2;23,2;1,88;0;40;0;3,1;9;-;3,5;0,49;0,18;1,52;1,59;0,48;369;0
Broad bean, dried;Fève, sèche;1270;301;11;26,1;33,3;1,53;5,7;-;25;-;3,08;0;-;0,25;0,3;0,63;0;0,033;103;-;0,82;6,7;-;192;1,63;421;1060;-;13;3,14;0;32;0;0,05;9;-;1,4;0,56;0,33;2,83;0,98;0,37;423;0
Red kidney bean, dried;Haricot rouge, sec;1330;314;11,8;22,5;46,1;1,06;2,1;-;15,2;-;3,37;0;-;0,15;0,082;0,59;0;0,03;83;-;0,7;6,69;1,9;138;1,11;406;1360;-;12;2,79;0;0;0;0,21;5,6;-;4,5;0,61;0,22;2,11;0,78;0,4;394;0
Beans, mung, mature, seeds, dry;Haricot mungo, sec;1410;334;9,52;24,5;47,6;1,42;-;-;16,7;-;3,33;0;-;0,24;0,13;0,73;0;0,066;113;-;0,96;7,16;-;228;1,28;387;1110;8,8;26,5;3,02;0;-;0;1,9;170;-;12,2;0,45;0,24;1,85;0,55;0,39;421;0
Lentil, pink or red, dried;Lentille corail, sèche;1390;328;8,8;27,7;44,9;0,8;1,29;43,6;15,4;-;2,35;0;-;0,14;0,23;0,37;0;< 0,13;29;78,2;0,82;6,3;< 20;74;1,2;330;750;< 20;< 5;3,9;0;29,9;< 0,25;-;9,25;-;< 0,5;0,32;0,018;1,42;1,05;0,41;124;0
Flageolet bean, green, dried;Haricot flageolet, vert, sec;1320;315;8,5;19,1;42,1;2,6;-;24,1;23,4;-;4,41;0;-;0,35;0,24;1,49;< 0,7;0,02;-;38,6;0,68;7,3;< 20;160;1,6;440;-;< 50;7,9;2,3;-;27;< 0,5;0,08;13,7;-;< 0,5;0,31;0,03;1,93;0,68;0,41;121;-
Lentil, green, dried;Lentille verte, sèche;1380;327;9,5;25,1;44,5;1,8;1,1;38,5;16,4;-;2,74;0;-;0,24;0,45;0,95;-;< 0,13;64;81;0,6;6,3;< 20;97;1;480;940;< 20;< 5;3,4;-;36,7;< 0,25;-;11,9;-;1,63;0,29;0,046;1,98;1,34;0,35;117;-
Lentil, blond, dried;Lentille blonde, sèche;1430;339;8,8;26,1;48,3;1,9;1,4;36,4;12,1;-;2,8;0;-;0,32;0,52;0,94;-;< 0,13;54;75,2;0,79;7,4;< 20;91;1,2;360;780;50;< 5;3;-;30,7;< 0,25;-;9,82;-;< 0,5;0,32;0,029;1,92;1,62;0,44;103;-
Apricot, pitted, raw;Abricot, dénoyauté, cru;180;42,6;87,6;1,01;7,14;0,35;6,57;-;1,8;0,57;0,73;0;1,4;0,024;0,15;0,068;0;0,0025;16,1;-;0,082;0,19;0,37;9,94;0,071;22,5;229;< 10;< 1,11;0,14;0;1090;0;0,89;3,3;-;10;0,03;0,04;0,6;0,24;0,054;9;0
Pineapple, pulp, raw;Ananas, pulpe, cru;225;53,2;85,9;0,52;11;0,24;10,4;0;1,33;-;0,31;0;0,72;0,009;0,013;0,04;0;0,0024;21,5;-;0,067;0,25;1,4;20,3;3,61;11;142;< 2,2;0,97;0,073;0;35;0;0,06;0,7;-;36,4;0,08;0,026;0,35;0,19;0,1;15,1;0
Banana, pulp, raw;Banane, pulpe, crue;381;90;75,8;0,98;19,6;0,25;14,8;2,1;1,9;-;0,97;0;0,56;0,099;0,035;0,078;0;0,0038;4,12;-;0,082;0,26;0,4;34,9;0,37;24,7;360;< 10;< 1,11;0,15;0;26;0;0,33;0,5;-;2,07;0,035;0,049;0,68;0,3;0,38;29;0
Black currant, raw;Cassis, cru;271;64,6;80,5;1,33;8,03;0,86;8,03;0;5,8;-;0,88;0;2,63;0,14;0,071;0,46;0;0,0063;57,1;-;0,093;1,17;1,5;23;0,28;53,5;330;1,1;2,5;0,28;0;100;0;2,1;-;-;181;0,038;0,038;0,3;0,4;0,073;8,2;0
Cherry, pitted, raw;Cerise, dénoyautée, crue;253;59,6;83,8;1,16;11,6;0,25;11,6;0;1,7;-;0,54;0;0,95;0,055;0,07;0,077;0;0,005;15;-;0,088;0,17;0,2;11,2;0,056;24,5;200;< 10;2;0,054;0;38;0;0,14;2,1;-;8,5;0,026;0,032;0,18;0,23;0,047;6;0
Lemon, pulp, raw;Citron, pulpe, cru;166;39,1;89;0,84;3,1;0,7;2,85;0;1,2;-;0,3;0;4,88;0,15;0,039;0,32;0;0,003;13,7;-;0,034;0,34;0,3;8,54;0,015;18,4;157;2,09;0,99;0,054;0;3;0;0,48;0;-;51;0,043;0,025;0,15;0,21;0,07;21,5;0
Quince, raw;Coing, cru;-;-;83,5;0,48;13,4;0,1;6,3;-;1,9;-;0,4;0;-;0,0085;0,032;0,043;0;0,01;11;-;0,13;0,7;0,4;8;-;17;197;-;4;0,04;0;-;0;0,55;-;-;15;0,02;0,03;0,2;0,081;0,04;3;0
Fig, raw;Figue, crue;-;-;79,8;0,85;14,3;0,3;14,3;0;2,63;-;0,68;0;-;0,069;0,059;0,13;0;0,0038;39;-;0,07;0,37;1,5;17;0,13;22,5;232;traces;1;0,15;0;85;0;0,11;4,7;-;2;0,06;0,05;0,4;0,3;0,11;7,5;0
